,close,Search Trends,DayOfWeek
2020-02-26 14:00:00,627.56,,
2020-02-26 15:00:00,632.21,,
2020-02-27 09:00:00,619.22,,
2020-02-27 10:00:00,608.83,,
2020-02-27 11:00:00,621.77,,
2020-02-27 12:00:00,628.65,,
2020-02-27 13:00:00,619.71,,
2020-02-27 14:00:00,614.78,,
2020-02-27 15:00:00,600.57,,
2020-02-28 09:00:00,594.275,,
2020-02-28 10:00:00,591.96,,
2020-02-28 11:00:00,596.37,,
2020-02-28 12:00:00,596.59,,
2020-02-28 13:00:00,593.6,,
2020-02-28 14:00:00,598.48,,
2020-02-28 15:00:00,615.7,,
2020-03-02 09:00:00,626.81,,
2020-03-02 10:00:00,628.17,,
2020-03-02 11:00:00,634.545,,
2020-03-02 12:00:00,634.535,,
2020-03-02 13:00:00,638.96,,
2020-03-02 14:00:00,628.45,,
2020-03-02 15:00:00,642.26,,
2020-03-03 09:00:00,645.78,,
2020-03-03 10:00:00,666.46,,
2020-03-03 11:00:00,656.46,,
2020-03-03 12:00:00,646.49,,
2020-03-03 13:00:00,628.85,,
2020-03-03 14:00:00,626.09,,
2020-03-03 15:00:00,625.84,,
2020-03-04 09:00:00,647.145,,
2020-03-04 10:00:00,648.47,,
2020-03-04 11:00:00,645.78,,
2020-03-04 12:00:00,654.165,,
2020-03-04 13:00:00,652.24,,
2020-03-04 14:00:00,648.95,,
2020-03-04 15:00:00,653.86,,
2020-03-05 09:00:00,640.065,,
2020-03-05 10:00:00,641.88,,
2020-03-05 11:00:00,639.58,,
2020-03-05 12:00:00,625.76,,
2020-03-05 13:00:00,631.55,,
2020-03-05 14:00:00,627.41,,
2020-03-05 15:00:00,628.37,,
2020-03-06 09:00:00,596.89,,
2020-03-06 10:00:00,606.83,,
2020-03-06 11:00:00,599.33,,
2020-03-06 12:00:00,597.675,,
2020-03-06 13:00:00,594.23,,
2020-03-06 14:00:00,586.63,,
2020-03-06 15:00:00,614.5,,
2020-03-09 09:00:00,558.02,,
2020-03-09 10:00:00,568.97,,
2020-03-09 11:00:00,574.385,,
2020-03-09 12:00:00,577.385,,
2020-03-09 13:00:00,566.97,,
2020-03-09 14:00:00,544.49,,
2020-03-09 15:00:00,539.18,,
2020-03-10 09:00:00,568.59,,
2020-03-10 10:00:00,566.71,,
2020-03-10 11:00:00,550.575,,
2020-03-10 12:00:00,563.98,,
2020-03-10 13:00:00,565.01,,
2020-03-10 14:00:00,578.28,,
2020-03-10 15:00:00,598.65,,
2020-03-11 00:00:00,,76.0,11
2020-03-11 01:00:00,,71.0,11
2020-03-11 02:00:00,,62.0,11
2020-03-11 03:00:00,,47.0,11
2020-03-11 04:00:00,,33.0,11
2020-03-11 05:00:00,,20.0,11
2020-03-11 06:00:00,,11.0,11
2020-03-11 07:00:00,,7.0,11
2020-03-11 08:00:00,,8.0,11
2020-03-11 09:00:00,572.45,11.0,11
2020-03-11 10:00:00,567.38,21.0,11
2020-03-11 11:00:00,560.0,30.0,11
2020-03-11 12:00:00,553.11,39.0,11
2020-03-11 13:00:00,552.8,47.0,11
2020-03-11 14:00:00,545.94,49.0,11
2020-03-11 15:00:00,550.75,52.0,11
2020-03-11 16:00:00,553.11,53.0,11
2020-03-11 17:00:00,,52.0,11
2020-03-11 18:00:00,,53.0,11
2020-03-11 19:00:00,,55.0,11
2020-03-11 20:00:00,,61.0,11
2020-03-11 21:00:00,,66.0,11
2020-03-11 22:00:00,,73.0,11
2020-03-11 23:00:00,,77.0,11
2020-03-12 00:00:00,,76.0,11
2020-03-12 01:00:00,,70.0,11
2020-03-12 02:00:00,,62.0,11
2020-03-12 03:00:00,,51.0,11
2020-03-12 04:00:00,,36.0,11
2020-03-12 05:00:00,,23.0,11
2020-03-12 06:00:00,,12.0,11
2020-03-12 07:00:00,,8.0,11
2020-03-12 08:00:00,,7.0,11
2020-03-12 09:00:00,512.45,9.0,11
2020-03-12 10:00:00,509.2,14.0,11
2020-03-12 11:00:00,496.245,25.0,11
2020-03-12 12:00:00,496.675,33.0,11
2020-03-12 13:00:00,488.89,41.0,11
2020-03-12 14:00:00,475.99,44.0,11
2020-03-12 15:00:00,502.14,45.0,11
2020-03-12 16:00:00,,49.0,11
2020-03-12 17:00:00,,49.0,11
2020-03-12 18:00:00,,52.0,11
2020-03-12 19:00:00,,56.0,11
2020-03-12 20:00:00,,62.0,11
2020-03-12 21:00:00,,73.0,11
2020-03-12 22:00:00,,80.0,11
2020-03-12 23:00:00,,83.0,11
2020-03-13 00:00:00,,84.0,11
2020-03-13 01:00:00,,77.0,11
2020-03-13 02:00:00,,64.0,11
2020-03-13 03:00:00,,48.0,11
2020-03-13 04:00:00,,30.0,11
2020-03-13 05:00:00,,16.0,11
2020-03-13 06:00:00,,10.0,11
2020-03-13 07:00:00,,7.0,11
2020-03-13 08:00:00,,8.0,11
2020-03-13 09:00:00,521.76,13.0,11
2020-03-13 10:00:00,512.48,24.0,11
2020-03-13 11:00:00,503.32,40.0,11
2020-03-13 12:00:00,508.94,51.0,11
2020-03-13 13:00:00,524.745,59.0,11
2020-03-13 14:00:00,512.935,64.0,11
2020-03-13 15:00:00,534.62,66.0,11
2020-03-13 16:00:00,,69.0,11
2020-03-13 17:00:00,,71.0,11
2020-03-13 18:00:00,,72.0,11
2020-03-13 19:00:00,,75.0,11
2020-03-13 20:00:00,,81.0,11
2020-03-13 21:00:00,,92.0,11
2020-03-13 22:00:00,,100.0,11
2020-03-13 23:00:00,,94.0,11
2020-03-14 00:00:00,,92.0,11
2020-03-14 01:00:00,,83.0,11
2020-03-14 02:00:00,,66.0,11
2020-03-14 03:00:00,,47.0,11
2020-03-14 04:00:00,,31.0,11
2020-03-14 05:00:00,,17.0,11
2020-03-14 06:00:00,,11.0,11
2020-03-14 07:00:00,,8.0,11
2020-03-14 08:00:00,,8.0,11
2020-03-14 09:00:00,,16.0,11
2020-03-14 10:00:00,,29.0,11
2020-03-14 11:00:00,,43.0,11
2020-03-14 12:00:00,,52.0,11
2020-03-14 13:00:00,,59.0,11
2020-03-14 14:00:00,,62.0,11
2020-03-14 15:00:00,,63.0,11
2020-03-14 16:00:00,,67.0,11
2020-03-14 17:00:00,,68.0,11
2020-03-14 18:00:00,,72.0,11
2020-03-14 19:00:00,,71.0,11
2020-03-14 20:00:00,,75.0,11
2020-03-14 21:00:00,,84.0,11
2020-03-14 22:00:00,,94.0,11
2020-03-14 23:00:00,,95.0,11
2020-03-15 00:00:00,,96.0,11
2020-03-15 01:00:00,,87.0,11
2020-03-15 02:00:00,,72.0,11
2020-03-15 03:00:00,,54.0,11
2020-03-15 04:00:00,,35.0,11
2020-03-15 05:00:00,,19.0,11
2020-03-15 06:00:00,,10.0,11
2020-03-15 07:00:00,,7.0,11
2020-03-15 08:00:00,,10.0,11
2020-03-15 09:00:00,,17.0,11
2020-03-15 10:00:00,,31.0,11
2020-03-15 11:00:00,,45.0,11
2020-03-15 12:00:00,,53.0,11
2020-03-15 13:00:00,,63.0,11
2020-03-15 14:00:00,,63.0,11
2020-03-15 15:00:00,,67.0,11
2020-03-15 16:00:00,,70.0,11
2020-03-15 17:00:00,,73.0,11
2020-03-15 18:00:00,,75.0,11
2020-03-15 19:00:00,,76.0,11
2020-03-15 20:00:00,,81.0,11
2020-03-15 21:00:00,,88.0,11
2020-03-15 22:00:00,,97.0,11
2020-03-15 23:00:00,,96.0,11
2020-03-16 00:00:00,,91.0,12
2020-03-16 01:00:00,,83.0,12
2020-03-16 02:00:00,,69.0,12
2020-03-16 03:00:00,,52.0,12
2020-03-16 04:00:00,,32.0,12
2020-03-16 05:00:00,,19.0,12
2020-03-16 06:00:00,,10.0,12
2020-03-16 07:00:00,,8.0,12
2020-03-16 08:00:00,,10.0,12
2020-03-16 09:00:00,466.5,16.0,12
2020-03-16 10:00:00,483.69,29.0,12
2020-03-16 11:00:00,502.0,44.0,12
2020-03-16 12:00:00,498.06,56.0,12
2020-03-16 13:00:00,475.0,60.0,12
2020-03-16 14:00:00,472.78,63.0,12
2020-03-16 15:00:00,466.33,65.0,12
2020-03-16 16:00:00,,69.0,12
2020-03-16 17:00:00,,71.0,12
2020-03-16 18:00:00,,74.0,12
2020-03-16 19:00:00,,77.0,12
2020-03-16 20:00:00,,79.0,12
2020-03-16 21:00:00,,89.0,12
2020-03-16 22:00:00,,97.0,12
2020-03-16 23:00:00,,92.0,12
2020-03-17 00:00:00,,91.0,12
2020-03-17 01:00:00,,85.0,12
2020-03-17 02:00:00,,66.0,12
2020-03-17 03:00:00,,49.0,12
2020-03-17 04:00:00,,30.0,12
2020-03-17 05:00:00,,16.0,12
2020-03-17 06:00:00,,10.0,12
2020-03-17 07:00:00,,7.0,12
2020-03-17 08:00:00,,10.0,12
2020-03-17 09:00:00,429.95,16.0,12
2020-03-17 10:00:00,454.68,30.0,12
2020-03-17 11:00:00,481.59,43.0,12
2020-03-17 12:00:00,483.02,52.0,12
2020-03-17 13:00:00,489.57,58.0,12
2020-03-17 14:00:00,490.48,62.0,12
2020-03-17 15:00:00,492.23,60.0,12
2020-03-17 16:00:00,,66.0,12
2020-03-17 17:00:00,,69.0,12
2020-03-17 18:00:00,,69.0,12
2020-03-17 19:00:00,,71.0,12
2020-03-17 20:00:00,,74.0,12
2020-03-17 21:00:00,,78.0,12
2020-03-17 22:00:00,,85.0,12
2020-03-17 23:00:00,,91.0,12
2020-03-18 00:00:00,,85.0,12
2020-03-18 01:00:00,,80.0,12
2020-03-18 02:00:00,,65.0,12
2020-03-18 03:00:00,,53.0,12
2020-03-18 04:00:00,,33.0,12
2020-03-18 05:00:00,,19.0,12
2020-03-18 06:00:00,,11.0,12
2020-03-18 07:00:00,,8.0,12
2020-03-18 08:00:00,,8.0,12
2020-03-18 09:00:00,471.58,13.0,12
2020-03-18 10:00:00,464.68,22.0,12
2020-03-18 11:00:00,481.355,33.0,12
2020-03-18 12:00:00,459.39,44.0,12
2020-03-18 13:00:00,448.0,48.0,12
2020-03-18 14:00:00,449.215,50.0,12
2020-03-18 15:00:00,453.04,53.0,12
2020-03-18 16:00:00,,54.0,12
2020-03-18 17:00:00,,56.0,12
2020-03-18 18:00:00,,58.0,12
2020-03-18 19:00:00,,58.0,12
2020-03-18 20:00:00,,64.0,12
2020-03-18 21:00:00,,70.0,12
2020-03-18 22:00:00,,71.0,12
2020-03-18 23:00:00,,77.0,12
2020-03-19 00:00:00,,76.0,12
2020-03-19 01:00:00,,71.0,12
2020-03-19 02:00:00,,62.0,12
2020-03-19 03:00:00,,48.0,12
2020-03-19 04:00:00,,34.0,12
2020-03-19 05:00:00,,21.0,12
2020-03-19 06:00:00,,13.0,12
2020-03-19 07:00:00,,8.0,12
2020-03-19 08:00:00,,7.0,12
2020-03-19 09:00:00,449.185,10.0,12
2020-03-19 10:00:00,461.6,15.0,12
2020-03-19 11:00:00,464.605,25.0,12
2020-03-19 12:00:00,460.76,33.0,12
2020-03-19 13:00:00,470.99,40.0,12
2020-03-19 14:00:00,466.64,44.0,12
2020-03-19 15:00:00,463.23,47.0,12
2020-03-19 16:00:00,,49.0,12
2020-03-19 17:00:00,,50.0,12
2020-03-19 18:00:00,,54.0,12
2020-03-19 19:00:00,,57.0,12
2020-03-19 20:00:00,,63.0,12
2020-03-19 21:00:00,,71.0,12
2020-03-19 22:00:00,,83.0,12
2020-03-19 23:00:00,,82.0,12
2020-03-20 00:00:00,,79.0,12
2020-03-20 01:00:00,,78.0,12
2020-03-20 02:00:00,,66.0,12
2020-03-20 03:00:00,,51.0,12
2020-03-20 04:00:00,,32.0,12
2020-03-20 05:00:00,,18.0,12
2020-03-20 06:00:00,,10.0,12
2020-03-20 07:00:00,,6.0,12
2020-03-20 08:00:00,,6.0,12
2020-03-20 09:00:00,500.505,10.0,12
2020-03-20 10:00:00,523.765,12.0,12
2020-03-20 11:00:00,505.42,18.0,12
2020-03-20 12:00:00,504.175,27.0,12
2020-03-20 13:00:00,500.06,36.0,12
2020-03-20 14:00:00,479.58,46.0,12
2020-03-20 15:00:00,454.62,48.0,12
2020-03-20 16:00:00,,50.0,12
2020-03-20 17:00:00,,52.0,12
2020-03-20 18:00:00,,58.0,12
2020-03-20 19:00:00,,59.0,12
2020-03-20 20:00:00,,61.0,12
2020-03-20 21:00:00,,68.0,12
2020-03-20 22:00:00,,73.0,12
2020-03-20 23:00:00,,82.0,12
2020-03-21 00:00:00,,79.0,12
2020-03-21 01:00:00,,78.0,12
2020-03-21 02:00:00,,81.0,12
2020-03-21 03:00:00,,67.0,12
2020-03-21 04:00:00,,54.0,12
2020-03-21 05:00:00,,39.0,12
2020-03-21 06:00:00,,25.0,12
2020-03-21 07:00:00,,14.0,12
2020-03-21 08:00:00,,9.0,12
2020-03-21 09:00:00,,7.0,12
2020-03-21 10:00:00,,8.0,12
2020-03-21 11:00:00,,15.0,12
2020-03-21 12:00:00,,24.0,12
2020-03-21 13:00:00,,31.0,12
2020-03-21 14:00:00,,40.0,12
2020-03-21 15:00:00,,44.0,12
2020-03-21 16:00:00,,47.0,12
2020-03-21 17:00:00,,48.0,12
2020-03-21 18:00:00,,52.0,12
2020-03-21 19:00:00,,53.0,12
2020-03-21 20:00:00,,57.0,12
2020-03-21 21:00:00,,59.0,12
2020-03-21 22:00:00,,63.0,12
2020-03-21 23:00:00,,74.0,12
2020-03-22 00:00:00,,73.0,12
2020-03-22 01:00:00,,77.0,12
2020-03-22 02:00:00,,70.0,12
2020-03-22 03:00:00,,64.0,12
2020-03-22 04:00:00,,55.0,12
2020-03-22 05:00:00,,44.0,12
2020-03-22 06:00:00,,27.0,12
2020-03-22 07:00:00,,14.0,12
2020-03-22 08:00:00,,8.0,12
2020-03-22 09:00:00,,7.0,12
2020-03-22 10:00:00,,8.0,12
2020-03-22 11:00:00,,12.0,12
2020-03-22 12:00:00,,20.0,12
2020-03-22 13:00:00,,28.0,12
2020-03-22 14:00:00,,35.0,12
2020-03-22 15:00:00,,40.0,12
2020-03-22 16:00:00,,44.0,12
2020-03-22 17:00:00,,47.0,12
2020-03-22 18:00:00,,52.0,12
2020-03-22 19:00:00,,52.0,12
2020-03-22 20:00:00,,56.0,12
2020-03-22 21:00:00,,61.0,12
2020-03-22 22:00:00,,68.0,12
2020-03-22 23:00:00,,76.0,12
2020-03-23 00:00:00,,77.0,13
2020-03-23 01:00:00,,75.0,13
2020-03-23 02:00:00,,72.0,13
2020-03-23 03:00:00,,69.0,13
2020-03-23 04:00:00,,56.0,13
2020-03-23 05:00:00,,37.0,13
2020-03-23 06:00:00,,23.0,13
2020-03-23 07:00:00,,14.0,13
2020-03-23 08:00:00,,9.0,13
2020-03-23 09:00:00,452.15,7.0,13
2020-03-23 10:00:00,444.345,8.0,13
2020-03-23 11:00:00,454.645,13.0,13
2020-03-23 12:00:00,479.815,20.0,13
2020-03-23 13:00:00,464.27,29.0,13
2020-03-23 14:00:00,466.58,37.0,13
2020-03-23 15:00:00,458.31,43.0,13
2020-03-23 16:00:00,,46.0,13
2020-03-23 17:00:00,,54.0,13
2020-03-23 18:00:00,,56.0,13
2020-03-23 19:00:00,,58.0,13
2020-03-23 20:00:00,,57.0,13
2020-03-23 21:00:00,,61.0,13
2020-03-23 22:00:00,,73.0,13
2020-03-23 23:00:00,,80.0,13
2020-03-24 00:00:00,,80.0,13
2020-03-24 01:00:00,,80.0,13
2020-03-24 02:00:00,,74.0,13
2020-03-24 03:00:00,,70.0,13
2020-03-24 04:00:00,,57.0,13
2020-03-24 05:00:00,,41.0,13
2020-03-24 06:00:00,,23.0,13
2020-03-24 07:00:00,,15.0,13
2020-03-24 08:00:00,,9.0,13
2020-03-24 09:00:00,481.08,7.0,13
2020-03-24 10:00:00,485.35,8.0,13
2020-03-24 11:00:00,493.805,14.0,13
2020-03-24 12:00:00,494.685,22.0,13
2020-03-24 13:00:00,487.34,30.0,13
2020-03-24 14:00:00,492.51,38.0,13
2020-03-24 15:00:00,489.99,44.0,13
2020-03-24 16:00:00,,47.0,13
2020-03-24 17:00:00,,50.0,13
2020-03-24 18:00:00,,54.0,13
2020-03-24 19:00:00,,58.0,13
2020-03-24 20:00:00,,61.0,13
2020-03-24 21:00:00,,66.0,13
2020-03-24 22:00:00,,76.0,13
2020-03-24 23:00:00,,84.0,13
2020-03-25 00:00:00,,81.0,13
2020-03-25 01:00:00,,79.0,13
2020-03-25 02:00:00,,77.0,13
2020-03-25 03:00:00,,70.0,13
2020-03-25 04:00:00,,57.0,13
2020-03-25 05:00:00,,40.0,13
2020-03-25 06:00:00,,25.0,13
2020-03-25 07:00:00,,15.0,13
2020-03-25 08:00:00,,10.0,13
2020-03-25 09:00:00,501.89,7.0,13
2020-03-25 10:00:00,488.86,9.0,13
2020-03-25 11:00:00,497.495,14.0,13
2020-03-25 12:00:00,507.985,24.0,13
2020-03-25 13:00:00,511.78,33.0,13
2020-03-25 14:00:00,506.56,40.0,13
2020-03-25 15:00:00,480.02,47.0,13
2020-03-25 16:00:00,,51.0,13
2020-03-25 17:00:00,,52.0,13
2020-03-25 18:00:00,,58.0,13
2020-03-25 19:00:00,,61.0,13
2020-03-25 20:00:00,,62.0,13
2020-03-25 21:00:00,,55.0,13
2020-03-25 22:00:00,,78.0,13
2020-03-25 23:00:00,,83.0,13
2020-03-26 00:00:00,,82.0,13
2020-03-26 01:00:00,,83.0,13
2020-03-26 02:00:00,,80.0,13
2020-03-26 03:00:00,,74.0,13
2020-03-26 04:00:00,,59.0,13
2020-03-26 05:00:00,,42.0,13
2020-03-26 06:00:00,,25.0,13
2020-03-26 07:00:00,,16.0,13
2020-03-26 08:00:00,,9.0,13
2020-03-26 09:00:00,481.09,8.0,13
2020-03-26 10:00:00,484.525,9.0,13
2020-03-26 11:00:00,483.995,17.0,13
2020-03-26 12:00:00,478.81,27.0,13
2020-03-26 13:00:00,472.685,35.0,13
2020-03-26 14:00:00,478.875,42.0,13
2020-03-26 15:00:00,487.56,48.0,13
2020-03-26 16:00:00,,52.0,13
2020-03-26 17:00:00,,54.0,13
2020-03-26 18:00:00,,56.0,13
2020-03-26 19:00:00,,61.0,13
2020-03-26 20:00:00,,63.0,13
2020-03-26 21:00:00,,71.0,13
2020-03-26 22:00:00,,78.0,13
2020-03-26 23:00:00,,83.0,13
2020-03-27 00:00:00,,82.0,13
2020-03-27 01:00:00,,80.0,13
2020-03-27 02:00:00,,78.0,13
2020-03-27 03:00:00,,70.0,13
2020-03-27 04:00:00,,61.0,13
2020-03-27 05:00:00,,44.0,13
2020-03-27 06:00:00,,26.0,13
2020-03-27 07:00:00,,16.0,13
2020-03-27 08:00:00,,9.0,13
2020-03-27 09:00:00,461.41,8.0,13
2020-03-27 10:00:00,473.58,10.0,13
2020-03-27 11:00:00,474.46,15.0,13
2020-03-27 12:00:00,478.535,26.0,13
2020-03-27 13:00:00,478.0,35.0,13
2020-03-27 14:00:00,480.965,43.0,13
2020-03-27 15:00:00,469.44,48.0,13
2020-03-27 16:00:00,,52.0,13
2020-03-27 17:00:00,,52.0,13
2020-03-27 18:00:00,,58.0,13
2020-03-27 19:00:00,,62.0,13
2020-03-27 20:00:00,,63.0,13
2020-03-27 21:00:00,,70.0,13
2020-03-27 22:00:00,,78.0,13
2020-03-27 23:00:00,,86.0,13
2020-03-28 00:00:00,,87.0,13
2020-03-28 01:00:00,,82.0,13
2020-03-28 02:00:00,,79.0,13
2020-03-28 03:00:00,,73.0,13
2020-03-28 04:00:00,,61.0,13
2020-03-28 05:00:00,,44.0,13
2020-03-28 06:00:00,,30.0,13
2020-03-28 07:00:00,,19.0,13
2020-03-28 08:00:00,,12.0,13
2020-03-28 09:00:00,,10.0,13
2020-03-28 10:00:00,,11.0,13
2020-03-28 11:00:00,,16.0,13
2020-03-28 12:00:00,,24.0,13
2020-03-28 13:00:00,,35.0,13
2020-03-28 14:00:00,,44.0,13
2020-03-28 15:00:00,,47.0,13
2020-03-28 16:00:00,,53.0,13
2020-03-28 17:00:00,,57.0,13
2020-03-28 18:00:00,,57.0,13
2020-03-28 19:00:00,,60.0,13
2020-03-28 20:00:00,,63.0,13
2020-03-28 21:00:00,,66.0,13
2020-03-28 22:00:00,,77.0,13
2020-03-28 23:00:00,,84.0,13
2020-03-29 00:00:00,,85.0,13
2020-03-29 01:00:00,,83.0,13
2020-03-29 02:00:00,,81.0,13
2020-03-29 03:00:00,,78.0,13
2020-03-29 04:00:00,,64.0,13
2020-03-29 05:00:00,,50.0,13
2020-03-29 06:00:00,,31.0,13
2020-03-29 07:00:00,,20.0,13
2020-03-29 08:00:00,,12.0,13
2020-03-29 09:00:00,,9.0,13
2020-03-29 10:00:00,,9.0,13
2020-03-29 11:00:00,,12.0,13
2020-03-29 12:00:00,,20.0,13
2020-03-29 13:00:00,,30.0,13
2020-03-29 14:00:00,,40.0,13
2020-03-29 15:00:00,,45.0,13
2020-03-29 16:00:00,,49.0,13
2020-03-29 17:00:00,,52.0,13
2020-03-29 18:00:00,,56.0,13
2020-03-29 19:00:00,,61.0,13
2020-03-29 20:00:00,,65.0,13
2020-03-29 21:00:00,,73.0,13
2020-03-29 22:00:00,,85.0,13
2020-03-29 23:00:00,,94.0,13
2020-03-30 00:00:00,,92.0,14
2020-03-30 01:00:00,,87.0,14
2020-03-30 02:00:00,,83.0,14
2020-03-30 03:00:00,,77.0,14
2020-03-30 04:00:00,,62.0,14
2020-03-30 05:00:00,,42.0,14
2020-03-30 06:00:00,,28.0,14
2020-03-30 07:00:00,,16.0,14
2020-03-30 08:00:00,,10.0,14
2020-03-30 09:00:00,474.65,8.0,14
2020-03-30 10:00:00,479.19,10.0,14
2020-03-30 11:00:00,478.035,16.0,14
2020-03-30 12:00:00,481.88,27.0,14
2020-03-30 13:00:00,487.48,37.0,14
2020-03-30 14:00:00,482.895,45.0,14
2020-03-30 15:00:00,471.36,53.0,14
2020-03-30 16:00:00,,58.0,14
2020-03-30 17:00:00,,60.0,14
2020-03-30 18:00:00,,64.0,14
2020-03-30 19:00:00,,68.0,14
2020-03-30 20:00:00,,75.0,14
2020-03-30 21:00:00,,80.0,14
2020-03-30 22:00:00,,95.0,14
2020-03-30 23:00:00,,100.0,14
2020-03-31 00:00:00,,100.0,14
2020-03-31 01:00:00,,91.0,14
2020-03-31 02:00:00,,89.0,14
2020-03-31 03:00:00,,79.0,14
2020-03-31 04:00:00,,66.0,14
2020-03-31 05:00:00,,47.0,14
2020-03-31 06:00:00,,33.0,14
2020-03-31 07:00:00,,18.0,14
2020-03-31 08:00:00,,11.0,14
2020-03-31 09:00:00,481.15,9.0,14
2020-03-31 10:00:00,488.57,10.0,14
2020-03-31 11:00:00,491.01,15.0,14
2020-03-31 12:00:00,486.7,26.0,14
2020-03-31 13:00:00,493.56,35.0,14
2020-03-31 14:00:00,495.29,45.0,14
2020-03-31 15:00:00,486.63,53.0,14
2020-03-31 16:00:00,,55.0,14
2020-03-31 17:00:00,,60.0,14
2020-03-31 18:00:00,,63.0,14
2020-03-31 19:00:00,,65.0,14
2020-03-31 20:00:00,,74.0,14
2020-03-31 21:00:00,,83.0,14
2020-03-31 22:00:00,,96.0,14
2020-03-31 23:00:00,,100.0,14
2020-04-01 00:00:00,,94.0,14
2020-04-01 01:00:00,,77.0,14
2020-04-01 02:00:00,,75.0,14
2020-04-01 03:00:00,,71.0,14
2020-04-01 04:00:00,,56.0,14
2020-04-01 05:00:00,,37.0,14
2020-04-01 06:00:00,,23.0,14
2020-04-01 07:00:00,,15.0,14
2020-04-01 08:00:00,,8.0,14
2020-04-01 09:00:00,460.68,7.0,14
2020-04-01 10:00:00,456.63,10.0,14
2020-04-01 11:00:00,449.89,16.0,14
2020-04-01 12:00:00,440.0,24.0,14
2020-04-01 13:00:00,443.455,32.0,14
2020-04-01 14:00:00,445.895,39.0,14
2020-04-01 15:00:00,446.48,47.0,14
2020-04-01 16:00:00,,49.0,14
2020-04-01 17:00:00,,50.0,14
2020-04-01 18:00:00,,55.0,14
2020-04-01 19:00:00,,60.0,14
2020-04-01 20:00:00,,66.0,14
2020-04-01 21:00:00,,73.0,14
2020-04-01 22:00:00,,82.0,14
2020-04-01 23:00:00,,88.0,14
2020-04-02 00:00:00,,86.0,14
2020-04-02 01:00:00,,82.0,14
2020-04-02 02:00:00,,77.0,14
2020-04-02 03:00:00,,78.0,14
2020-04-02 04:00:00,,55.0,14
2020-04-02 05:00:00,,38.0,14
2020-04-02 06:00:00,,22.0,14
2020-04-02 07:00:00,,14.0,14
2020-04-02 08:00:00,,9.0,14
2020-04-02 09:00:00,450.85,8.0,14
2020-04-02 10:00:00,459.12,9.0,14
2020-04-02 11:00:00,457.15,15.0,14
2020-04-02 12:00:00,453.955,24.0,14
2020-04-02 13:00:00,454.305,33.0,14
2020-04-02 14:00:00,455.21,39.0,14
2020-04-02 15:00:00,461.77,46.0,14
2020-04-02 16:00:00,,48.0,14
2020-04-02 17:00:00,,53.0,14
2020-04-02 18:00:00,,55.0,14
2020-04-02 19:00:00,,60.0,14
2020-04-02 20:00:00,,65.0,14
2020-04-02 21:00:00,,73.0,14
2020-04-02 22:00:00,,84.0,14
2020-04-02 23:00:00,,87.0,14
2020-04-03 00:00:00,,87.0,14
2020-04-03 01:00:00,,84.0,14
2020-04-03 02:00:00,,77.0,14
2020-04-03 03:00:00,,66.0,14
2020-04-03 04:00:00,,55.0,14
2020-04-03 05:00:00,,36.0,14
2020-04-03 06:00:00,,22.0,14
2020-04-03 07:00:00,,13.0,14
2020-04-03 08:00:00,,9.0,14
2020-04-03 09:00:00,448.305,7.0,14
2020-04-03 10:00:00,446.0,9.0,14
2020-04-03 11:00:00,450.115,16.0,14
2020-04-03 12:00:00,447.66,25.0,14
2020-04-03 13:00:00,450.9,33.0,14
2020-04-03 14:00:00,456.33,40.0,14
2020-04-03 15:00:00,454.0,46.0,14
2020-04-03 16:00:00,,48.0,14
2020-04-03 17:00:00,,51.0,14
2020-04-03 18:00:00,,53.0,14
2020-04-03 19:00:00,,58.0,14
2020-04-03 20:00:00,,62.0,14
2020-04-03 21:00:00,,68.0,14
2020-04-03 22:00:00,,80.0,14
2020-04-03 23:00:00,,82.0,14
2020-04-04 00:00:00,,84.0,14
2020-04-04 01:00:00,,79.0,14
2020-04-04 02:00:00,,75.0,14
2020-04-04 03:00:00,,68.0,14
2020-04-04 04:00:00,,53.0,14
2020-04-04 05:00:00,,39.0,14
2020-04-04 06:00:00,,24.0,14
2020-04-04 07:00:00,,17.0,14
2020-04-04 08:00:00,,9.0,14
2020-04-04 09:00:00,,8.0,14
2020-04-04 10:00:00,,9.0,14
2020-04-04 11:00:00,,16.0,14
2020-04-04 12:00:00,,23.0,14
2020-04-04 13:00:00,,31.0,14
2020-04-04 14:00:00,,40.0,14
2020-04-04 15:00:00,,45.0,14
2020-04-04 16:00:00,,49.0,14
2020-04-04 17:00:00,,53.0,14
2020-04-04 18:00:00,,55.0,14
2020-04-04 19:00:00,,59.0,14
2020-04-04 20:00:00,,60.0,14
2020-04-04 21:00:00,,68.0,14
2020-04-04 22:00:00,,75.0,14
2020-04-04 23:00:00,,83.0,14
2020-04-05 00:00:00,,83.0,14
2020-04-05 01:00:00,,78.0,14
2020-04-05 02:00:00,,78.0,14
2020-04-05 03:00:00,,66.0,14
2020-04-05 04:00:00,,56.0,14
2020-04-05 05:00:00,,42.0,14
2020-04-05 06:00:00,,27.0,14
2020-04-05 07:00:00,,17.0,14
2020-04-05 08:00:00,,10.0,14
2020-04-05 09:00:00,,8.0,14
2020-04-05 10:00:00,,8.0,14
2020-04-05 11:00:00,,13.0,14
2020-04-05 12:00:00,,19.0,14
2020-04-05 13:00:00,,27.0,14
2020-04-05 14:00:00,,37.0,14
2020-04-05 15:00:00,,43.0,14
2020-04-05 16:00:00,,46.0,14
2020-04-05 17:00:00,,51.0,14
